questionId,questionTitle,questionTags,questionBody,questionVotes,questionViewCount,questionCreationDate,favoriteCount,answerCount,questionCommentCount,Code
21314672,How to mock SoapException using Moq to unit test error handling,<c#><unit-testing><soap><error-handling><moq>,"<p>I've inherited a small console application that makes calls to a SOAP web service. It's a tragic mess of nested try-catches that log exceptions in various ways, and I'd like to wrap some test coverage around how it behaves when a SoapException gets thrown.</p>

<p>Question: How can I mock a class like SoapException using Moq when I can't mock an interface and I can't make properties or methods ""virtual""?</p>

<p>A little more explanation:</p>

<p>To test this error handling, I need to control the <code>Actor</code> property of the SoapException object, as well as the <code>Detail</code> property in order to verify the error handling.</p>

<p>A snippet of my unit test code:</p>

<pre><code>[TestMethod]
public void MyTestMethod()
{
    Mock&lt;SoapException&gt; soapMock = new Mock&lt;SoapException&gt;(MockBehavior.Strict);

    soapMock.SetupGet&lt;string&gt;(ex =&gt; ex.Actor).Returns(""Test Actor"");
</code></pre>

<p>Since I'm mocking a concrete class, and the <code>Actor</code> property is not marked ""Virtual"", Moq is throwing this exception when executing the <code>SetupGet(...)</code> line during the test run:</p>

<blockquote>
  <p>System.NotSupportedException: Invalid setup on a non-virtual (overridable in VB) member: ex => ex.Actor</p>
</blockquote>

<p>After some reading, the ideal answer is to mock an interface, which I am unable to do in this case. Since this is a class baked in to the .NET framework, I also can't magically mark the <code>Actor</code> property as virtual.</p>

<p>How can I mock a SoapException, or is there a different way I can verify the error handling?</p>

<p>As an aside, I first dove into creating an actual SoapException with some XML nodes inside it, but I quickly fell down the rabbit hole of programmatically creating an XML document tree. I <em>can</em> do it, but it would require many more lines of test setup code, which I'd like to avoid if possible.</p>
",4,1235,2014-01-23 17:00,,2,0,how
14942409,Mocking a generic repository method,<asp.net-mvc-3><linq><lambda><mocking><moq>,"<p>for unit-testing my asp.net MVC web application, I'd like to mock my IGenericRepository (I'm using Moq).</p>

<p>The method that has to be mocked looks like this:</p>

<pre><code>IEnumerable&lt;TEntity&gt; Get(Expression&lt;Func&lt;TEntity, bool&gt;&gt; filter = null, 
        Func&lt;IQueryable&lt;TEntity&gt;, IOrderedQueryable&lt;TEntity&gt;&gt; orderBy = null, string includeProperties = """");
</code></pre>

<p>I've already mocked the repository without any problems:</p>

<pre><code>useraccountRepository = new Mock&lt;IGenericRepository&lt;Useraccount&gt;&gt;();
</code></pre>

<p>Now I'd like to tell Moq that when the Get method of my interface is called, a list of useraccounts should be returned:</p>

<pre><code>useraccountRepository.Setup(r =&gt; r.Get(u =&gt; u.Email == useraccount.Email &amp;&amp; u.Password == useraccount.Password)).Returns(useraccounts);
</code></pre>

<p>I think there is a mistake in my second lambda because this one works:</p>

<pre><code>useraccountRepository.Setup(r =&gt; r.Get(null, null, """")).Returns(useraccounts);
</code></pre>

<p>But where's my error?</p>

<p>What also works:</p>

<pre><code>useraccountRepository.Setup(r =&gt; r.Get(u =&gt; u.Email == useraccount.Email 
            &amp;&amp; u.Password == useraccount.Password, null, """")).Returns(useraccounts);
</code></pre>

<p>It looks like the default parameter values don't apply in my mock. Why is that?</p>

<p>If I use </p>

<pre><code>useraccountRepository.Setup(r =&gt; r.Get(u =&gt; u.Email == useraccount.Email 
            &amp;&amp; u.Password == useraccount.Password, null, """")).Returns(useraccounts);
</code></pre>

<p>anyway, then the method in my controller throws an exception when the Get message is called:</p>

<pre><code>private bool validateUser(Useraccount useraccount)
    {
        try
        {
            Useraccount useraccountLogin = UnitOfWork.UseraccountRepository.Get(
                u =&gt; u.Email == useraccount.Email &amp;&amp; u.Password == useraccount.Password).Single&lt;Useraccount&gt;();

            return (useraccountLogin != null);
        }
        catch (Exception exc)
        {
            return false;
        }            
    }
</code></pre>

<p>Where are my mistakes?</p>

<p>Thank you in advance.
Michael</p>
",1,479,2013-02-18 17:54,,1,2,what
15820760,Simulate a delay in execution in Unit Test using Moq,<c#><unit-testing><moq><mstest>,"<p>I'm trying to test the following:</p>

<pre><code>protected IHealthStatus VerifyMessage(ISubscriber destination)
{
    var status = new HeartBeatStatus();

    var task = new Task&lt;CheckResult&gt;(() =&gt;
    {
        Console.WriteLine(""VerifyMessage(Start): {0} - {1}"", DateTime.Now, WarningTimeout);
        Thread.Sleep(WarningTimeout - 500);
        Console.WriteLine(""VerifyMessage(Success): {0}"", DateTime.Now);
        if (CheckMessages(destination))
        {
            return CheckResult.Success;
        }

        Console.WriteLine(""VerifyMessage(Pre-Warning): {0} - {1}"", DateTime.Now, ErrorTimeout);
        Thread.Sleep(ErrorTimeout - 500);
        Console.WriteLine(""VerifyMessage(Warning): {0}"", DateTime.Now);
        if (CheckMessages(destination))
        {
            return CheckResult.Warning;
        }

        return CheckResult.Error;
    });

    task.Start();

    task.Wait();
    status.Status = task.Result;

    return status;
}
</code></pre>

<p>with the following unit test:</p>

<pre><code>public void HeartBeat_Should_ReturnWarning_When_MockReturnsWarning()
{
    // Arrange
    var heartbeat = new SocketToSocketHeartbeat(_sourceSubscriber.Object, _destinationSubscriber.Object);
    heartbeat.SetTaskConfiguration(this.ConfigurationHB1ToHB2_ValidConfiguration());

    // Simulate the message being delayed to destination subscriber.
    _destinationSubscriber.Setup(foo =&gt; foo.ReceivedMessages).Returns(DelayDelivery(3000, Message_HB1ToHB2()));

    // Act
    var healthStatus = heartbeat.Execute();

    // Assert
    Assert.AreEqual(CheckResult.Warning, healthStatus.Status);
}
</code></pre>

<p>Message_HB1ToHB2() just returns a string of characters and the ""Delay Delivery"" method is</p>

<pre><code>private List&lt;NcsMessage&gt; DelayDelivery(int delay, string message)
{
    var sent = DateTime.Now;
    var msg = new NcsMessage()
    {
        SourceSubscriber = ""HB1"",
        DestinationSubscriber = ""HB2"",
        SentOrReceived = sent,
        Message = message
    };

    var messages = new List&lt;NcsMessage&gt;();
    messages.Add(msg);

    Console.WriteLine(""DelayDelivery: {0}"", DateTime.Now);
    Thread.Sleep(delay);
    Console.WriteLine(""DelayDelivery: {0}"", DateTime.Now);

    return messages;
}
</code></pre>

<p>I'm using Moq as the mocking framework and MSTest as the testing framework. Whenever I run the unit test, I get the following output:</p>

<pre><code>DelayDelivery: 04/04/2013 15:50:33
DelayDelivery: 04/04/2013 15:50:36
VerifyMessage(Start): 04/04/2013 15:50:36 - 3000
VerifyMessage(Success): 04/04/2013 15:50:38
</code></pre>

<p>Beyond the obvious ""code smell"" using the Thread.Sleep in the methods above, the result of the unit test is not what I'm trying to accomplish. </p>

<p>Can anyone suggest a better/accurate way to use the Moq framework to simulate a delay in ""delivery"" of the message. I've left out some of the ""glue"" code and only included the relevant parts. Let me know if something I've left out that prevents you from being able to understand the question.</p>
",29,39014,2013-04-04 20:09,,6,1,what
77328072,How to test that the method of an instance has been called?,<python><unit-testing><testing><mocking>,"<p>Let's say I have the following piece of code:</p>
<pre class=""lang-py prettyprint-override""><code>class MyClass:
    def __init__(self, value=1):
        self.value = value
        self.destructive_stuff()

    def destructive_stuff(self):
        print(&quot;Running destructive commands on the host...&quot;)

    def compute_value(self):
        return self.value * 10

def main():
    sample = MyClass(value=5)
    print(f&quot;Computed value: {sample.compute_value()}&quot;)

if __name__ == &quot;__main__&quot;:
    main()
</code></pre>
<p>I want to test the <code>main()</code> function. Specifically, I want to check that the <code>compute_value()</code> method has been called. I'm using a Mock since I don't want a real instance of <code>MyClass</code> initialized, because it would run <code>destructive_stuff()</code>:</p>
<pre class=""lang-py prettyprint-override""><code>import unittest
from unittest.mock import patch
import my_sample

class TestPieq(unittest.TestCase):
    @patch(&quot;my_sample.MyClass&quot;)
    def test_called(self, mock_myclass):
        my_sample.main()
        mock_myclass.compute_value.assert_called()
</code></pre>
<p>When I run this, though, it fails:</p>
<pre><code>$ python3 -m unittest tests.py
Computed value: &lt;MagicMock name='MyClass().compute_value()' id='140298914799936'&gt;
F
======================================================================
FAIL: test_called (tests.TestSample)
----------------------------------------------------------------------
Traceback (most recent call last):
  File &quot;/usr/lib/python3.10/unittest/mock.py&quot;, line 1379, in patched
    return func(*newargs, **newkeywargs)
  File &quot;/tmp/pieq/tests.py&quot;, line 9, in test_called
    mock_myclass.compute_value.assert_called()
  File &quot;/usr/lib/python3.10/unittest/mock.py&quot;, line 898, in assert_called
    raise AssertionError(msg)
AssertionError: Expected 'compute_value' to have been called.

----------------------------------------------------------------------
Ran 1 test in 0.002s

FAILED (failures=1)
</code></pre>
<p>If I target the method directly in the <code>patch</code> directive, my test passes... but it uses the real class, so it calls the <code>destructive_stuff()</code> method!</p>
<pre><code>class TestSample(unittest.TestCase):
    @patch(&quot;my_sample.MyClass.compute_value&quot;)
    def test_called(self, mock_myclass_compute):
        my_sample.main()
        mock_myclass_compute.assert_called()
</code></pre>
<pre><code>$ python3 -m unittest tests.py
Running destructive commands on the host...
Computed value: &lt;MagicMock name='compute_value()' id='140289139827584'&gt;
.
----------------------------------------------------------------------
Ran 1 test in 0.001s

OK
</code></pre>
<p>How to achieve what I want?</p>
",0,49,2023-10-20 2:51,,2,0,how
18428652,Abusing Moq to test an if condition,<c#><unit-testing><moq>,"<p>Considering the following class:</p>

<pre><code>public class test
{
    public void start()
    {
        if (true)
            called();
    }

    internal protected virtual void called()
    {

    }
}
</code></pre>

<p>I want to bring the <code>if (true)</code> under test. My initial idea was to use Moq to Verify that <code>called()</code> was invoked. I ended up with this test:</p>

<pre><code>[TestFixture]
public partial class TestMethodInvocation
{
    [Test]
    public void TestWithMoqVerify()
    {
        var mock = new Mock&lt;test&gt;() {CallBase = true};
        mock.Object.start();
        mock.Verify(t =&gt; t.called());
    }
}
</code></pre>

<p>I had some troubles getting this to work and posted <a href=""https://stackoverflow.com/questions/18425163/assert-that-a-method-is-called-to-bring-an-if-condition-under-test"">this question</a> where I was adviced not to use Moq to mock the class under test.</p>

<p>So I added a subclass and used a property to test whether the method was called:</p>

<pre><code>public class test2 : test
{
    public bool WasCalled { get; set; }

    internal protected override void called()
    {
        WasCalled = true;
    }
}

public partial class TestMethodInvocation
{
    [Test]
    public void TestWithSubclassProperty()
    {
        var test = new test2();
        test.start();
        Assert.IsTrue(test.WasCalled);
    }
}
</code></pre>

<p>Both approaches work but the Moq implementation is effectively half the amount of testing code as I don't need to create a subclass. Is it very bad to use Moq like this, or should I use another framework to do this kind of testing? Or is this the result of a problem in the design of my code?</p>
",1,1774,2013-08-25 11:48,,3,4,what
64660830,How to unit test with mocked Uri,<c#><unit-testing><mocking>,"<p>I have the following code and I want to unit test it, as below</p>
<pre><code>  public class MarketLiability : IMarketLiability
    {
        private readonly string serviceAddress;

        private readonly ILogger&lt;MarketLiability&gt; logger;

        private readonly string marketLiabilityAddress

        private readonly string clientId;

        private readonly string secret;

        public MarketLiability(ILogger&lt;MarketLiability&gt; logger, IEnvironmentVariableRetriever varRetriever) 
        {
            this.logger = logger;
            this.marketLiabilityAddress = varRetriever.GetEnvironmentVariable(&quot;baseUrl&quot;);
            this.serviceAddress = varRetriever.GetEnvironmentVariable(&quot;ServiceAddress&quot;);
            this.clientId = varRetriever.GetEnvironmentVariable(&quot;ClientId&quot;);
            this.secret = varRetriever.GetEnvironmentVariable(&quot;Secret&quot;);
        }
        public async Task&lt;Quotes&gt; GetMarketQuotes()
        {
            this.logger.LogInformation(&quot;Fetching all market quotes&quot;);

            var uri = &quot;quotes&quot;;

        var token = GetAccessToken();

            var client = new HttpClient();

            var request = new HttpRequestMessage(HttpMethod.Get, $&quot;{this.marketLiabilityAddress}/{uri}&quot;);

            request.Headers.Add(&quot;Authorization&quot;, $&quot;Bearer {token}&quot;);

            var response = await client.SendAsync(request);

            var content = await response.Content.ReadAsStringAsync();

            var result = JsonConvert.DeserializeObject&lt;Quotes&gt;(content);

            return result;
        }
}
    public interface IMarketLiability
    {
        Task&lt;Quotes&gt; GetMarketQuotes();
    }
</code></pre>
<p>I have an integration test that works, but I need to unit test it with fake Urls, clientid, secret</p>
<pre><code>[Fact]
public void TestMockConnection()
{
// Arrange
    environmentVariableRetrieverMock = new Mock&lt;IEnvironmentVariableRetriever&gt;();
    this.environmentVariableRetrieverMock
        .Setup(x =&gt; x.GetEnvironmentVariable(&quot;baseUrl&quot;))
        .Returns(&quot;some actual url&quot;);

    this.environmentVariableRetrieverMock
        .Setup(x =&gt; x.GetEnvironmentVariable(&quot;ServiceAddress&quot;))
        .Returns(&quot;some actual url&quot;);

    this.environmentVariableRetrieverMock
        .Setup(x =&gt; x.GetEnvironmentVariable(&quot;ClientId&quot;))
        .Returns(&quot;ClientId&quot;); 

    this.environmentVariableRetrieverMock
        .Setup(x =&gt; x.GetEnvironmentVariable(&quot;Secret&quot;))
        .Returns(&quot;Secret&quot;); 

    var marketLiability = new MarketLiability(this.loggerMock.Object, this.environmentVariableRetrieverMock.Object);

    // Act
    var response = await marketLiability.GetMarketQuotes();

    // Assert
    response.Should().NotBeNull();
    response.Should().BeOfType&lt;Quotes&gt;();
}  
</code></pre>
<p>How can I unit test this without having to put the actual Url. I tried a fake Url and when it come to the line <code>var response = await marketLiability.GetMarketQuotes();</code>it fails with an invalid Url error.</p>
<p>Any ideas?</p>
<p>Thanks</p>
",1,2154,2020-11-03 10:16,,0,7,how
76603909,Mockery: Chaining properties and methods,<php><laravel><mocking><phpunit>,"<p>The goal is to create a test that validates the correct data is send to an external API without actually making the request.</p>
<p>I am trying to mock a chain a mix of properties and a method. Partly because it is how the <a href=""https://github.com/klaviyo/klaviyo-api-php/tree/main#subscribe-profiles"" rel=""nofollow noreferrer"">Klaviyo API</a> works and because of my custom ApiClient.</p>
<p><a href=""https://docs.mockery.io/en/latest/reference/demeter_chains.html"" rel=""nofollow noreferrer"">Demeter Chains And Fluent Interfaces</a> doesn't work for me and it seems that it only works for methods. I have also tried to various combinations of <code>set()</code> e.g. <code>-&gt;set('request, Klaviyo::class)</code> with no luck.</p>
<p>So the chain looks like this:</p>
<pre><code>$client
    -&gt;request // Public property (could be amethod, but wouldn't address the &quot;Profiles&quot; property)
    -&gt;Profiles // Public property - Klaviyo SDK
    -&gt;subscribeProfiles($body) // Public method - Klaviyo SDK
</code></pre>
<p>How Klaviyo initialize <a href=""https://github.com/klaviyo/klaviyo-api-php/blob/3fe06e5d1056dd28bc08f13b39c70460420a766d/lib/KlaviyoAPI.php#L112-L116"" rel=""nofollow noreferrer"">Profiles</a>.</p>
<p>Code examples:</p>
<pre class=""lang-php prettyprint-override""><code>use KlaviyoAPI\KlaviyoAPI;

class ApiClient
{
    public readonly KlaviyoAPI $request;

    public function __construct(
        string $apiKey,
        private int $retries = 3,
        private int $waitSeconds = 3,
        private array $guzzleOptions = [],
    )
    {
        $this-&gt;request = new KlaviyoAPI(
            $apiKey,
            $this-&gt;retries,
            $this-&gt;waitSeconds,
            $this-&gt;guzzleOptions,
        );
    }
}
</code></pre>
<pre class=""lang-php prettyprint-override""><code>use ApiClient;

class Newsletter
{
    public function resubscribe(ApiClient $client, string $listId, string $email)
    {
        $body = [
            'data' =&gt; [
                'type'       =&gt; 'profile-subscription-bulk-create-job',
                'attributes' =&gt; [
                    'list_id'       =&gt; $listId,
                    'custom_source' =&gt; 'Resubscribe user',
                    'subscriptions' =&gt; [
                        [
                            'channels' =&gt; [
                                'email' =&gt; [
                                    'MARKETING',
                                ],
                            ],
                            'email' =&gt; $email,
                        ],
                    ],
                ],
            ],
        ];

        return $client-&gt;request-&gt;Profiles-&gt;subscribeProfiles($body);
    }
}
</code></pre>
<pre class=""lang-php prettyprint-override""><code>use ApiClient;
use Newsletter;
use Mockery;

public function testSubscribeUser(): void
{
    $apiKey = 'api_key_12345';
    $listId = 'list_id_12345';
    $email = 'test@test.com';

    $body = [
        'data' =&gt; [
            'type'       =&gt; 'profile-subscription-bulk-create-job',
            'attributes' =&gt; [
                'list_id'       =&gt; $listId,
                'custom_source' =&gt; 'Resubscribe user',
                'subscriptions' =&gt; [
                    [
                        'channels' =&gt; [
                            'email' =&gt; [
                                'MARKETING',
                            ],
                        ],
                        'email' =&gt; $email,
                    ],
                ],
            ],
        ],
    ];

    // This does not validate that &quot;$body&quot; is correct and still makes a request to the Klaviyo API
    $client = Mockery::mock(ApiClient::class, [$apiKey]);

    $response = resolve(Newsletter::class)-&gt;resubscribe($client, $listId, $email);
    static::assertNull($response); // When succesful &quot;null&quot; is returned

    // I am trying to use Demeter Chains And Fluent Interfaces
    // but it doesn't work since I am mixing properties and methods
    // and I get the error &quot;ErrorException: Undefined property: Mockery\CompositeExpectation::$request&quot;
    $client = Mockery::mock(ApiClient::class, [$apiKey]);
    $client-&gt;shouldReceive('request-&gt;Profiles-&gt;subscribeProfiles')
         -&gt;with($body) // I assume this is how I validate &quot;$body&quot;
         -&gt;once()
         -&gt;andReturnNull();

    $response = resolve(Newsletter::class)-&gt;resubscribe($client, $listId, $email);
    static::assertNull($response); // When succesful &quot;null&quot; is returned

}
</code></pre>
",0,128,2023-07-03 10:33,,1,1,other
1925724,Help in using Moq,<moq>,"<p>I have a class that takes in a db factory.</p>

<pre><code>public class ArticleManager
{
     private IDAOFactor _factory;

     public ArticleManager(IDAOFactory factory)
      {
            this._factory = factory;
       }

}
</code></pre>

<p>Using moq, how do I create an instance of ArticleManager?</p>

<p>I tried:</p>

<pre><code>var mockFactory = new Mock&lt;IDAOFactory&gt;();
ArticleManager am = new ArticleManager(mockFactory);
</code></pre>

<p>But that isn't compiling.</p>
",0,205,2009-12-18 1:21,,1,1,how
74370722,Moq Dapper - Multi-map error: splitOn column 'Id' was not found,<c#><moq><dapper>,"<p>I'm running into this problem, let me describe it with my code: <a href=""https://github.com/UnoSD/Moq.Dapper/issues/20"" rel=""nofollow noreferrer"">https://github.com/UnoSD/Moq.Dapper/issues/20</a></p>
<hr>
<p>I'm trying to mock a QueryAsync call using Moq.Dapper library and hitting the error:</p>
<blockquote>
<p>Multi-map error: splitOn column 'Id' was not found</p>
</blockquote>
<p>Here is the multi mapping query and code that works perfect:</p>
<pre><code>var query = $@&quot; SELECT * FROM [{nameof(Dashboard)}] dashboard 
                left join [{nameof(DashboardUser)}] dusers on dashboard.DashboardId = dusers.DashboardId
                left join [Users] users on dusers.UserId = users.Id
                WHERE dashboard.{nameof(accountId)} = @{nameof(accountId)} AND dashboard.{nameof(dashboardId)} = @{nameof(dashboardId)}&quot;;

Dashboard? dashboardEntity = null;
using (var connection = _context.CreateConnection())
{
    var result = await connection.QueryAsync&lt;Dashboard, DashboardUser, User, Dashboard?&gt;(query,
        (dashboard, dashboardUser, user) =&gt;
        {
            if (dashboard == null) return null;
            if (dashboardEntity == null)
            {
                dashboardEntity = dashboard;
                dashboardEntity.Users = new List&lt;DashboardUser&gt;();
            }
            if (dashboardUser != null)
            {
                dashboardEntity.Users.Add(dashboardUser);
                if (user != null) dashboardUser.User = user;
            }

            return dashboardEntity;
        }, splitOn: $@&quot;{nameof(Dashboard.DashboardId)},{nameof(Dashboard.DashboardId)},Id&quot;, param: new { accountId, dashboardId });
}
</code></pre>
<p>When Mocking the <code>QueryAsync</code> call I'm hitting the same problem as everyone else in the GitHub thread:</p>
<pre><code>Func&lt;Dashboard, DashboardUser, User, Dashboard?&gt; funMap = (Dashboard, DashboardUser, User) =&gt; Mock.Of&lt;Dashboard&gt;();


public async Task Should_Get_Dashboard()
{
// Arrange
var connection = new Mock&lt;DbConnection&gt;();
IEnumerable&lt;Dashboard&gt; expected = GenFu.ListOf&lt;Dashboard&gt;(1);

connection.SetupDapperAsync(c =&gt; c.QueryAsync(It.IsAny&lt;string&gt;(), funMap, It.IsAny&lt;object&gt;(), It.IsAny&lt;IDbTransaction&gt;(),It.IsAny&lt;bool&gt;(), 
 &quot;DashboardId,DashboardId,Id&quot;, // &lt;-- SplitOn defined but error is *Multi-map error: splitOn column 'Id' was not found*
 It.IsAny&lt;int?&gt;(), It.IsAny&lt;CommandType?&gt;()))
.ReturnsAsync(expected);

_context.Setup(x =&gt; x.CreateConnection()).Returns(connection.Object);
var dashboardRepository = new DashboardRepository(_context.Object, null, null);
CommonResult&lt;Dashboard?&gt; actual = new();

// Act
actual = await dashboardRepository.GetDashboard(3, 1);
}
</code></pre>
<p><strong>Does anyone have a solution for this?</strong> It's the final thing for my Unit Test code coverage.</p>
<p><strong>UPDATE:</strong></p>
<p>I don't need to specify the mapping. See how the code TFirst, TSecond, TThird, TResult is faint/dimmed and I get the same problem even with it explicitly mapped:</p>
<p><a href=""https://i.sstatic.net/RG6v6.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/RG6v6.png"" alt=""enter image description here"" /></a></p>
<p>I did try this method:</p>
<pre><code>connection.SetupDapperAsync(c =&gt; c.QueryAsync&lt;Dashboard&gt;(It.IsAny&lt;string&gt;(), It.IsAny&lt;Type[]&gt;(), GetFunc, It.IsAny&lt;object&gt;(), It.IsAny&lt;IDbTransaction&gt;(), It.IsAny&lt;bool&gt;(), $@&quot;{nameof(Dashboard.DashboardId)},{nameof(Dashboard.DashboardId)},Id&quot;, It.IsAny&lt;int?&gt;(), It.IsAny&lt;CommandType?&gt;()))
        .ReturnsAsync(expected);
</code></pre>
<p>and got the error:</p>
<blockquote>
<p>System.ArgumentException : When using the multi-mapping APIs ensure you set the splitOn param if you have keys other than Id (Parameter 'splitOn')</p>
</blockquote>
<p>I checked the Dapper code and tried * for the SplitOn and that made no difference.</p>
<p><strong>UPDATE 2:</strong></p>
<p>The problem is the MultiMapAsync method and I can't mock it because its scope is <code>private</code>:</p>
<p><a href=""https://i.sstatic.net/MBs5f.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/MBs5f.png"" alt=""enter image description here"" /></a></p>
<p><strong>UPDATE 3:</strong></p>
<p>I changed the Dapper method to Public to see if I could Mock it:</p>
<pre><code>Func&lt;Dashboard, DashboardUser, User, Dashboard?&gt; funMap = (Dashboard, DashboardUser, User) =&gt; Mock.Of&lt;Dashboard&gt;();
private class DontMap { /* hiding constructor */ }

public async Task Should_Get_Dashboard()
{    
    // Arrange
    var connection = new Mock&lt;DbConnection&gt;();
    IEnumerable&lt;Dashboard&gt; expected = GenFu.ListOf&lt;Dashboard&gt;(1);

    connection.SetupDapperAsync(c =&gt; c.MultiMapAsync&lt;Dashboard, DashboardUser, User, DontMap, DontMap, DontMap, DontMap, Dashboard?&gt;(new CommandDefinition(It.IsAny&lt;string&gt;(), It.IsAny&lt;object&gt;(), It.IsAny&lt;IDbTransaction&gt;(), It.IsAny&lt;int&gt;(),It.IsAny&lt;CommandType&gt;(), CommandFlags.None, default), funMap, $@&quot;{nameof(Dashboard.DashboardId)},{nameof(Dashboard.DashboardId)},Id&quot;)).ReturnsAsync(expected);
</code></pre>
<p>I get the error:</p>
<blockquote>
<p>Specified method is not supported</p>
</blockquote>
",0,1894,2022-11-09 6:28,,1,0,how
7724556,NSubstitute received string mismatch,<nsubstitute>,"<pre><code>NSubstitute.Exceptions.CallNotReceivedException: Expected to receive call:   
  PromptForYesNo(""Sums insured business interruption period is 653 month(s) longer than fire indemnity period."", any String)   
Actually received (non-matching arguments indicated with '*' characters):   
  PromptForYesNo(*""Sums insured business interruption period is 653 month(s) longer than fire indemnity period.
""*, ""Do you want to save?"")
</code></pre>

<p>Can anyone see what the problem is?
To me the strings looks identical and they are, they come from the same object property. </p>

<p>I would appreciate some info on why this fails, thanks. </p>
",0,308,2011-10-11 10:25,,1,2,what
78091324,How to mock a static method written in Java with bounded type parameters in a unit test written in Kotlin using MockK?,<java><kotlin><unit-testing><mockk>,"<p>I'm trying to write some unit tests in Kotlin where I need to mock a static method from a Java class (let's call it A). The tricky part is that this method has <a href=""https://docs.oracle.com/javase/tutorial/java/generics/bounded.html"" rel=""nofollow noreferrer"">bounded type parameters</a>. Here's the method signature (C is a class, I is an interface):</p>
<pre class=""lang-java prettyprint-override""><code>public class A {
    @NonNull
    public static &lt;T extends C &amp; I&gt; A doSomething(T thing) {}
}
</code></pre>
<p>In my Kotlin test class, I'm attempting to use the MockK library to mock this static method. I want to capture the thing parameter passed to the <code>doSomething</code> method in a slot, but I'm not sure how I can do this/if this is even possible due to the bounded type parameters.</p>
<p>Here's the essence of what I'm trying to do:</p>
<pre><code>class Test {

    @Test
    fun test() {
        mockkStatic(A::class)
        val thingSlot = slot&lt;T extends C &amp; I&gt;()
        every { A.doSomething(capture(thingSlot)) } answers { ... }
        ...
    }
}
</code></pre>
<p>Is there a way to achieve this in Kotlin using MockK? If not, what alternatives or workarounds could I consider?</p>
<p>The only way I could get something like this to work so far is by defining an explicit type that extends C and I, but I want this to be able to work for any type matching the generic constraint.</p>
",1,93,2024-03-02 3:03,,0,0,how
51979710,How can I do Jest API test for this code?,<javascript><reactjs><unit-testing><mocking><jestjs>,"<p>I have tried several ways for mocking this unit of my code but still, it doesn't work. I'm using create-react-app and jest for testing.</p>

<p>I have a function in admin <strong>adminSignup.js</strong> for sending data to my server(Node.js and Mongoose) for creating account:</p>

<pre><code>/* eslint-disable no-undef */
 function signup(user, cb) {
 return fetch(`signup`, {
  headers: {""Content-Type"": ""application/json""},
  method: ""POST"",
  body:JSON.stringify({
    username: user.username,
    email: user.email,
    password: user.password,
    picode: user.pincode,
    building: user.building,
    city: user.city,
    state: user.state
        }),
})
  .then(checkStatus)
  .then(parseJSON)
  .then(cb)
  .catch(err =&gt; console.log(err));
}

function checkStatus(response) {
 if (response.status &gt;= 200 &amp;&amp; response.status &lt; 300) {
  return response;
}
const error = new Error(`HTTP Error ${response.statusText}`);
error.status = response.statusText;
error.response = response;
console.log(error); // eslint-disable-line no-console
throw error;
}

function parseJSON(response) {
return response.json();
}

const adminSignup = { signup };
export default adminSignup;
</code></pre>

<p>and I have called this in my component(<strong>RegisterPage.jsx</strong>) :</p>

<pre><code>adminSignup.signup( user, response =&gt; {
                         this.setState({response: response});
                         console.log(response);
                   });
</code></pre>

<p>Now I want to write a mock for my signup call(<strong>adminSignup.js</strong>). But just wonder how can I do this?</p>

<p>I have tried <strong><a href=""https://github.com/jefflau/jest-fetch-mock#simple-mock-and-assert"" rel=""nofollow noreferrer"">Jest Fetch Mock</a></strong> for mock testing(it doesnt need to create mock file) and it's working but I'm not quite sure is it correct or no :</p>

<pre><code>describe('testing api', () =&gt; {
beforeEach(() =&gt; {
  fetch.resetMocks();
});

it('calls signup and returns message to me', () =&gt; {
  expect.assertions(1);
  fetch.mockResponseOnce(JSON.stringify('Account Created Successfully,Please Check Your Email For Account Confirmation.' ));

  //assert on the response
  adminSignup.signup({
    ""email"" : ""sample@yahoo.com"",
    ""password"" : ""$2a$0yuImLGh1NIoJoRe8VKmoRkLbuH8SU6o2a"",
    ""username"" : ""username"",
    ""pincode"" : ""1"",
    ""city"" : ""Sydney"",
    ""building"" : ""1"",
    ""state"" : ""NSW""
}).then(res =&gt; {
    expect(res).toEqual('Account Created Successfully,Please Check Your Email For Account Confirmation.');
  });

  //assert on the times called and arguments given to fetch
  expect(fetch.mock.calls.length).toEqual(1);
});
});
</code></pre>

<p>I really like to create a mock file and test with that but reading jest website is not working for me.</p>

<p>Thanks in advance.</p>
",0,8614,2018-08-23 6:39,,1,0,how
57073358,Unable to remove interceptors using nock,<node.js><nock>,"<p>I am using nock and I'm trying to remove interceptors for certain hostname.</p>

<p>I have tried using:</p>

<pre><code>nock.removeInterceptor({
      hostname: 'somehostname.com',
      proto: 'https',
      path: '/',
    }),
</code></pre>

<p>When I print the result of this, it actually gives me <em>true</em></p>

<p>I have also tried:</p>

<pre><code>const mock = nock(somehostname.com)
    .persist()
    .post('/endpoint')
    .reply(200);

nock.removeInterceptor(mock)
</code></pre>

<p>But this gives me <em>false</em> somehow.</p>

<p>The way I'm checking if this is working is by printing the activeMocks:
<code>nock.activeMocks()</code>
And it still has the interceptors that I'm trying to remove.</p>

<p>Does anyone know what happens?</p>
",2,2926,2019-07-17 10:04,,3,1,what
